fog_index,rainfall_mm,signal_status,congestion_level,time_of_day,train_type,actual_delay_min
0.5994,14.01,1,0.4134,18,1,97
0.9531,29.73,2,0.2086,12,2,185
0.4941,37.56,1,0.9225,1,0,141
0.3003,39.55,0,0.5664,6,1,78
0.4772,21.01,2,0.4054,13,0,151
0.3597,25.44,0,0.9421,9,0,100
0.2244,16.69,2,0.215,10,0,124
0.046,8.45,2,0.4423,7,1,99
0.3522,13.03,0,0.1086,1,1,46
0.7114,45.61,2,0.1249,11,0,165
0.0184,15.45,2,0.3986,10,0,111
0.4392,48.74,1,0.6997,18,2,123
0.644,12.07,2,0.3389,2,0,152
0.6104,36.15,0,0.6896,11,1,98
0.7766,28.7,1,0.8052,20,0,144
0.8105,34.84,1,0.8776,6,1,152
0.7117,32.2,1,0.0447,7,2,102
0.1028,35.34,2,0.7737,2,1,147
0.475,45.28,2,0.1471,13,1,145
0.6034,28.17,1,0.6983,20,0,136
0.2456,3.39,1,0.3717,11,0,74
0.0426,13.54,1,0.7078,10,0,68
0.2236,35.41,0,0.2138,17,1,51
0.4549,24.7,1,0.645,10,2,108
0.4139,27.43,0,0.1255,9,0,57
0.1767,29.83,2,0.1697,18,1,117
0.8244,19.13,2,0.6145,6,2,183
0.9257,38.69,2,0.3368,20,1,183
0.2013,36.18,2,0.7038,6,2,157
0.9296,35.71,1,0.6852,12,1,160
0.0179,35.77,1,0.6216,6,1,80
0.925,44.52,1,0.7305,15,2,170
0.9519,29.77,1,0.7939,10,1,171
0.0121,48.35,0,0.9114,5,2,82
0.763,5.96,2,0.0805,17,2,143
0.9702,31.6,1,0.5715,22,0,144
0.9059,35.85,2,0.7488,0,0,210
0.9707,23.86,0,0.2169,13,1,110
0.5503,14.41,1,0.2636,17,1,103
0.0782,27.5,1,0.267,17,1,69
0.8498,18.24,2,0.5723,5,1,178
0.6138,45.46,1,0.3662,2,2,110
0.6147,17.84,0,0.6661,12,2,100
0.4173,8.79,1,0.6102,15,2,100
0.5718,28.82,2,0.6571,6,0,177
0.1536,19.8,0,0.2523,8,2,30
0.7398,4.79,1,0.7674,12,2,131
0.075,28.24,0,0.664,10,2,58
0.7298,26.89,2,0.1306,11,1,162
0.849,8.66,0,0.2002,16,1,89
0.4725,29.88,1,0.301,23,1,101
0.5098,28.37,2,0.936,19,1,180
0.3122,38.68,2,0.3263,0,0,142
0.9695,18.08,0,0.0199,8,1,91
0.7331,12.44,0,0.1416,0,0,74
0.369,47.56,0,0.0322,20,2,64
0.1748,28.06,1,0.4028,15,2,80
0.2196,1.36,2,0.7972,5,0,141
0.4639,41.04,0,0.4504,20,0,81
0.9426,9.84,0,0.839,13,1,126
0.7341,39.3,1,0.0475,1,2,101
0.2152,35.26,2,0.4697,3,0,139
0.8596,48.44,1,0.7871,19,1,159
0.3782,48.28,1,0.6747,6,0,119
0.8517,13.72,2,0.8528,12,2,203
0.2417,38.32,2,0.2738,21,2,127
0.6187,15.84,1,0.5009,6,0,117
0.9267,31.46,1,0.6769,0,0,152
0.2579,29.89,1,0.1685,2,0,75
0.6929,2.73,0,0.8158,21,2,103
0.9873,0.26,1,0.3115,14,2,135
0.1506,2.89,2,0.0933,7,1,89
0.0884,6.4,0,0.7657,1,0,58
0.6742,12.88,2,0.705,16,1,165
0.3397,45.35,1,0.8837,0,2,125
0.0712,25.93,1,0.8921,2,2,93
0.4753,39.84,0,0.2785,14,1,75
0.7538,41.92,2,0.6414,15,2,191
0.2851,36.75,0,0.9991,13,2,89
0.335,19.57,1,0.2438,21,2,81
0.8457,43.19,0,0.4729,6,1,114
0.5201,37.1,2,0.9102,13,0,173
0.8427,37.16,0,0.1031,7,1,99
0.4464,45.08,2,0.9282,8,1,176
0.953,29.93,1,0.4882,3,2,146
0.6508,26.43,0,0.893,19,2,116
0.1159,44.51,2,0.6214,16,2,137
0.8851,22.72,2,0.6714,17,2,195
0.4893,40.58,0,0.773,3,1,102
0.1416,2.69,2,0.0671,2,2,98
0.1527,0.06,2,0.6278,18,1,128
0.6875,26.41,2,0.9239,15,2,194
0.0474,3.68,1,0.9561,0,0,75
0.2866,48.83,0,0.9683,15,0,95
0.1398,0.28,1,0.6458,23,0,75
0.4411,35.91,2,0.6333,18,0,176
0.4144,12.17,1,0.5525,6,2,98
0.5219,48.38,1,0.6076,7,2,131
0.2796,19.08,2,0.6121,18,0,143
0.032,1.36,1,0.0424,9,1,29
0.6144,1.35,0,0.0889,17,2,58
0.3737,27.67,2,0.6194,23,2,157
0.6513,49.34,1,0.3142,9,1,122
0.1087,48.99,1,0.3014,13,1,79
0.0138,16.86,1,0.1934,11,0,52
0.2483,24.14,2,0.8011,12,2,152
0.4565,5.02,2,0.9643,1,0,169
0.3941,26.11,2,0.6278,23,2,158
0.8103,29.99,2,0.9454,12,2,214
0.3778,12.55,0,0.8839,5,0,85
0.5304,30.61,2,0.2179,13,1,157
0.5935,44.98,2,0.1535,9,2,157
0.0218,0.05,0,0.2116,19,1,26
0.5151,11.45,1,0.0962,18,0,76
0.3448,10.5,2,0.5829,9,0,135
0.4213,6.19,1,0.2827,17,1,82
0.1003,8.31,2,0.9129,0,0,137
0.7828,31.3,1,0.6134,23,2,138
0.9424,5.13,0,0.3596,12,2,107
0.0223,36.93,0,0.9846,15,0,63
0.6014,44.35,2,0.9532,15,0,193
0.7638,46.33,2,0.7786,7,0,200
0.2848,33.01,1,0.7917,16,1,113
0.7876,9.87,1,0.9773,9,2,140
0.6324,4.26,1,0.6005,16,0,110
0.9292,11.6,2,0.88,2,2,213
0.981,48.1,2,0.0648,3,2,187
0.0423,48.12,2,0.5541,22,0,141
0.4449,19.1,2,0.5025,17,0,150
0.547,16.29,2,0.0377,3,2,126
0.1467,25.5,1,0.087,5,1,54
0.3363,14.58,0,0.0218,13,1,46
0.9876,48.98,1,0.294,0,0,147
0.0162,11.06,2,0.0535,9,1,75
0.4525,18.46,1,0.4232,7,1,99
0.8427,21.47,0,0.8127,3,2,125
0.3239,6.25,2,0.6138,7,1,141
0.4798,19.14,2,0.6738,7,1,163
0.978,42.84,1,0.0315,1,0,133
0.4749,7.02,1,0.8395,15,2,116
0.1309,29.2,0,0.1462,6,2,43
0.0517,20.33,2,0.3027,0,2,105
0.9454,8.53,0,0.5168,0,2,113
0.2658,0.62,1,0.93,23,2,95
0.5041,13.67,1,0.9981,2,2,127
0.0907,3.09,0,0.7827,21,2,54
0.4237,18.84,1,0.7293,3,1,107
0.9301,40.51,2,0.5277,2,0,205
0.5024,35.98,2,0.6656,13,0,165
0.9711,47.37,1,0.1444,20,2,137
0.2588,21.35,0,0.2692,1,2,54
0.5045,35.39,2,0.9846,7,1,188
0.8595,33.27,0,0.9796,18,2,137
0.4483,10.85,2,0.323,1,0,137
0.2795,15.18,1,0.241,4,1,72
0.8555,26.49,1,0.2295,7,1,123
0.3899,39.83,1,0.4849,19,0,103
0.5307,23.09,1,0.2238,19,2,96
0.9765,11.39,0,0.6485,17,1,122
0.1865,49.67,1,0.0748,15,0,79
0.3014,5.78,1,0.1037,0,2,51
0.0311,47.79,2,0.2769,5,1,114
0.3918,40.45,1,0.7774,22,1,123
0.2002,41.94,2,0.3233,17,1,134
0.68,39.75,0,0.4708,5,1,103
0.1813,10.41,0,0.6566,16,1,58
0.6748,31.63,0,0.7885,17,2,111
0.2635,37.84,2,0.3071,17,2,142
0.3552,37.28,0,0.731,23,1,89
0.3489,13.58,0,0.2861,12,0,45
0.7168,9.06,2,0.6445,1,0,167
0.4665,16.41,1,0.4509,19,2,90
0.3613,23.99,1,0.9266,0,0,115
0.8526,28.69,2,0.9821,15,2,211
0.572,41.85,2,0.7741,19,1,197
0.2138,38.45,2,0.9155,3,1,172
0.9001,33.81,1,0.1365,19,0,128
0.3427,13.17,1,0.6545,19,1,97
0.039,23.94,0,0.1984,15,2,35
0.4946,16.77,1,0.277,7,0,101
0.1239,11.75,2,0.5228,4,2,117
0.2385,0.51,0,0.742,16,0,65
0.7471,16.97,2,0.7215,3,1,180
0.1308,12.81,0,0.8695,16,1,58
0.8069,28.6,0,0.5593,4,2,107
0.9369,3.12,1,0.9263,8,0,150
0.6065,13.53,0,0.8879,12,1,95
0.7104,2.24,2,0.8491,3,2,182
0.7136,32.07,1,0.2295,19,0,122
0.9928,28.41,1,0.5314,16,1,142
0.3415,16.87,1,0.7362,0,1,107
0.1629,7.37,0,0.9761,20,0,60
0.5192,47.9,2,0.0116,17,1,137
0.5332,29.22,2,0.3271,20,1,144
0.1779,33.96,0,0.3424,14,0,51
0.6131,26.57,0,0.2885,15,2,78
0.0141,40.33,0,0.8174,9,2,71
0.9277,44.82,0,0.0451,5,0,99
0.2646,19.14,1,0.3594,5,1,76
0.0396,34.5,2,0.7117,7,2,142
0.1082,11.49,1,0.4067,6,0,67
0.2402,32.59,0,0.1441,18,0,43
0.2739,19.96,0,0.6109,12,1,60
0.0328,0.34,1,0.5226,9,2,49
0.2794,47.78,0,0.9818,17,2,103
0.1929,43.42,1,0.7485,17,1,111
0.3786,14.54,0,0.9862,22,2,91
0.3852,49.89,0,0.1864,7,1,57
0.339,15.86,1,0.7616,5,2,104
0.3279,22.94,0,0.5516,0,1,64
0.0897,42.56,1,0.7125,3,2,96
0.0252,15.23,0,0.4676,14,1,44
0.2021,22.53,0,0.2124,19,2,46
0.7566,33.28,1,0.0457,14,2,114
0.9908,6.52,0,0.8383,23,2,134
0.9285,21.12,2,0.8148,15,0,207
0.5042,15.47,2,0.1625,21,2,139
0.5318,33.84,1,0.6452,6,0,122
0.3146,6.8,0,0.7377,7,2,75
0.7739,11.64,1,0.5576,19,0,125
0.7648,35.57,1,0.3172,15,2,123
0.8443,7.81,1,0.8809,11,1,139
0.8955,21.1,2,0.6424,22,1,198
0.4343,35.64,2,0.7202,18,2,180
0.7669,38.27,1,0.6521,7,1,142
0.8064,4.74,0,0.7213,14,0,117
0.3085,42.6,0,0.1451,9,0,58
0.9292,36.2,2,0.9226,9,2,232
0.0943,16.96,1,0.2858,19,1,62
0.9943,38.19,0,0.8366,16,2,146
0.7701,36.41,1,0.8934,0,0,143
0.0933,30.04,2,0.6512,13,0,142
0.6562,27.92,1,0.5983,15,2,126
0.0342,36.74,0,0.109,12,0,35
0.7702,49.96,2,0.4362,7,2,195
0.7992,28.93,0,0.6116,15,1,108
0.6024,40.44,2,0.0819,22,1,167
0.8569,37.21,1,0.1115,2,0,128
0.0979,42.79,0,0.9935,14,0,93
0.2759,47.73,0,0.3322,21,2,74
0.4142,9.65,2,0.3497,9,1,124
0.0425,8.27,2,0.2515,8,1,107
0.4482,29.32,0,0.646,5,2,87
0.2652,22.46,1,0.4731,5,1,87
0.3927,28.54,2,0.7904,9,2,161
0.4251,39.9,2,0.5125,18,2,153
0.8794,46.59,2,0.0154,4,1,175
0.2703,20.87,0,0.4827,5,0,59
0.8937,35.9,1,0.0552,23,1,126
0.426,9.84,2,0.8268,23,2,167
0.3278,26.73,0,0.1137,5,0,56
0.5025,1.09,0,0.217,10,1,61
0.4177,25.19,2,0.46,9,0,148
0.2574,27.27,2,0.1952,7,1,123
0.5027,36.77,0,0.5392,3,2,95
0.1518,32.47,2,0.4607,1,1,133
0.3519,17.92,1,0.9525,14,2,118
0.5658,0.29,1,0.0884,1,0,75
0.4134,5.77,1,0.5767,14,2,96
0.8239,48.65,2,0.7204,2,2,212
0.2567,46.12,1,0.1276,3,2,80
0.9698,16.25,1,0.6365,0,1,153
0.7847,12.94,2,0.8642,9,2,192
0.9676,21.82,1,0.7876,7,2,166
0.8381,34.5,2,0.9352,7,2,216
0.1421,17.84,0,0.7206,7,2,53
0.5265,3.36,2,0.394,22,0,139
0.17,20.14,2,0.9205,10,1,151
0.8182,13.03,2,0.2254,19,2,158
0.5842,16.25,1,0.5837,5,2,115
0.2634,8.15,1,0.7657,11,0,92
0.9296,32.94,0,0.8723,1,1,146
0.1152,26.33,2,0.9165,6,0,141
0.5639,13.54,2,0.085,1,0,126
0.721,27.69,0,0.7261,0,0,103
0.0588,24.64,0,0.2041,4,2,23
0.5979,39.8,2,0.7791,3,0,184
0.8159,47.8,2,0.7007,7,1,201
0.0675,6.53,1,0.1814,17,0,52
0.5122,44.2,0,0.8328,3,2,117
0.2586,35.24,2,0.4618,14,2,140
0.6629,34.63,1,0.5439,8,1,123
0.1187,18.72,2,0.9714,9,2,150
0.9371,17.2,2,0.6566,22,0,198
0.8947,0.28,1,0.5886,11,2,132
0.186,49.11,0,0.0168,6,1,52
0.3233,30.33,2,0.1992,5,1,132
0.5876,20.12,2,0.0266,4,0,131
0.7181,27.19,2,0.3333,19,2,168
0.4427,2.03,1,0.3445,15,0,84
0.1563,8.68,2,0.5303,6,2,116
0.1042,31.17,2,0.6898,11,2,143
0.9998,25.71,0,0.1793,12,2,102
0.4554,39.35,0,0.6017,1,0,102
0.8725,32.94,0,0.917,21,2,139
0.4824,30.07,2,0.185,18,2,147
0.9224,40.76,0,0.6591,12,1,131
0.0878,3.41,1,0.0456,17,1,45
0.114,34.54,2,0.5311,2,0,126
0.9296,35.78,1,0.7415,23,1,157
0.9475,13.76,0,0.034,15,2,85
0.3147,9.78,1,0.3337,22,0,71
0.3552,10.69,0,0.878,20,2,89
0.4525,9.91,1,0.2255,14,0,88
0.4162,26.19,2,0.7229,6,2,156
0.19,6.78,1,0.6122,16,1,79
0.8984,32.96,2,0.1637,12,0,172
0.2533,5.25,0,0.7417,9,1,68
0.7053,1.34,2,0.5321,17,0,158
0.0672,15.96,1,0.112,21,1,53
0.0388,9.59,0,0.9494,4,1,62
0.6537,49.43,1,0.492,13,1,130
0.339,15.15,0,0.7451,18,0,86
0.6555,11.1,1,0.2177,7,0,101
0.094,9.84,1,0.1372,8,2,44
0.9499,18.69,0,0.7413,0,1,134
0.7485,30.29,2,0.6738,7,1,185
0.8763,39.1,1,0.2741,14,0,127
0.1365,18.23,0,0.7463,23,2,74
0.3202,31.3,1,0.505,12,0,88
0.3683,24.1,2,0.3486,6,2,131
0.5372,42.32,2,0.7869,19,2,179
0.2969,28.45,1,0.6168,4,0,103
0.0606,14.49,2,0.5073,4,0,115
0.3689,35.18,0,0.7731,12,0,96
0.2545,41.0,1,0.5448,19,0,101
0.3859,23.27,0,0.9385,5,2,92
0.197,49.36,2,0.8181,0,1,161
0.2619,43.95,2,0.3582,17,1,147
0.627,9.85,0,0.4649,14,1,81
0.3882,39.34,0,0.9573,16,2,101
0.3454,30.05,2,0.8952,9,2,172
0.5339,26.74,1,0.1912,2,0,100
0.7719,25.7,0,0.2743,7,2,87
0.3789,42.67,0,0.3644,11,1,73
0.5875,30.54,1,0.8798,10,2,141
0.9662,26.89,0,0.9274,21,2,139
0.522,2.44,0,0.8023,5,1,88
0.9098,22.42,0,0.2757,7,1,103
0.7937,45.4,0,0.8871,4,1,125
0.0587,35.59,2,0.0329,13,0,102
0.4291,2.55,2,0.4228,19,0,150
0.6983,44.2,2,0.3776,21,1,170
0.9867,41.33,0,0.5352,5,2,130
0.4584,27.33,0,0.5606,10,1,84
0.0928,1.12,0,0.2254,17,1,20
0.562,28.12,1,0.2046,1,1,100
0.1266,2.73,0,0.8036,17,0,59
0.7515,16.02,0,0.0762,3,1,76
0.5077,31.45,2,0.4933,0,1,166
0.7234,45.65,1,0.1916,2,2,118
0.8694,17.89,2,0.3196,21,2,170
0.6289,43.0,0,0.2773,16,2,94
0.6124,45.92,2,0.7085,18,1,185
0.7546,1.05,2,0.456,16,2,167
0.8425,11.97,2,0.2994,19,0,160
0.8691,35.49,1,0.8314,11,0,159
0.0364,37.84,2,0.0858,19,2,106
0.5562,19.62,1,0.7664,1,1,123
0.2163,32.84,1,0.2483,13,0,77
0.8603,30.61,0,0.918,18,1,143
0.6484,36.99,0,0.0056,23,2,71
0.4202,35.93,2,0.5567,8,0,162
0.1881,4.29,0,0.6223,4,1,46
0.339,7.91,0,0.5773,17,2,70
0.7038,6.64,0,0.815,1,2,101
0.2044,46.62,1,0.1122,18,1,81
0.0936,45.68,2,0.4156,16,2,138
0.888,39.87,0,0.8637,16,2,135
0.7642,5.84,0,0.8887,7,1,121
0.1998,28.71,2,0.4983,2,2,138
0.2923,9.36,0,0.558,14,2,62
0.9721,18.42,1,0.7639,8,0,152
0.7082,13.35,2,0.7796,9,0,181
0.6105,41.45,1,0.8881,4,2,149
0.3076,7.22,0,0.8439,8,0,74
0.2991,32.31,2,0.4144,19,2,144
0.0395,49.19,0,0.6498,21,1,77
0.7285,34.35,0,0.4832,8,2,108
0.0432,3.96,0,0.118,3,1,12
0.0049,45.39,1,0.8217,0,0,96
0.7295,32.15,2,0.6018,4,0,179
0.9489,22.82,1,0.058,0,1,118
0.7565,32.98,0,0.6769,16,1,107
0.4716,43.95,1,0.2831,15,0,105
0.486,23.86,0,0.0693,18,2,62
0.4361,26.57,1,0.6066,7,0,102
0.3246,22.62,0,0.7322,19,2,82
0.5217,3.63,2,0.5173,4,0,149
0.4312,39.35,2,0.0056,5,0,126
0.5982,6.32,2,0.5769,21,1,155
0.8981,19.73,0,0.0066,21,1,82
0.995,19.34,0,0.9264,14,1,139
0.0787,14.0,0,0.2673,14,0,23
0.3847,20.13,2,0.871,16,0,173
0.1807,30.9,2,0.0121,19,0,112
0.3521,15.57,0,0.0972,5,1,43
0.2875,8.63,2,0.4514,1,2,134
0.1745,43.47,1,0.7586,4,1,103
0.7641,48.54,0,0.9426,8,2,130
0.4963,22.93,0,0.5211,5,0,79
0.9192,16.35,0,0.3555,12,0,106
0.0326,2.37,2,0.0446,3,0,87
0.067,1.84,0,0.5837,13,0,30
0.4033,19.64,0,0.38,17,0,72
0.0803,46.51,2,0.9091,2,1,154
0.2627,36.54,0,0.4801,6,2,67
0.986,17.46,0,0.7654,12,1,122
0.209,48.4,2,0.8482,1,2,153
0.1981,21.44,2,0.0983,15,0,113
0.5736,13.84,1,0.4408,18,2,107
0.498,21.32,2,0.8937,8,0,184
0.5804,10.58,2,0.4245,0,0,150
0.3767,44.28,1,0.5652,12,1,119
0.8268,18.06,2,0.8731,20,1,192
0.1386,32.9,0,0.2326,7,0,35
0.4284,19.45,0,0.8946,20,0,94
0.6898,45.09,2,0.397,20,2,178
0.8682,32.12,0,0.593,6,2,119
0.3696,24.41,2,0.328,14,2,135
0.5677,6.61,1,0.5271,1,0,106
0.0691,45.1,2,0.0493,13,1,108
0.1703,27.34,1,0.0653,21,2,57
0.0691,14.25,0,0.4147,22,1,43
0.7279,43.9,1,0.335,4,0,134
0.2881,2.72,2,0.6158,15,2,140
0.7237,15.7,2,0.0379,1,2,139
0.0664,26.84,2,0.1677,6,0,105
0.8625,16.99,2,0.2096,20,2,172
0.8355,23.84,2,0.4405,15,2,172
0.0889,13.22,2,0.2468,9,1,107
0.0238,6.5,1,0.1377,23,0,33
0.0563,1.84,1,0.5976,18,2,62
0.8536,7.88,1,0.7439,0,2,139
0.2347,47.65,2,0.6853,1,0,150
0.5483,28.77,1,0.2762,15,0,106
0.4262,24.45,2,0.8544,21,0,163
0.7955,19.22,2,0.6118,3,2,194
0.4889,35.42,0,0.6147,12,1,94
0.5007,7.06,2,0.2128,19,0,129
0.9891,13.81,2,0.2422,20,1,188
0.1501,32.8,1,0.4748,15,2,73
0.8307,23.95,0,0.2378,23,0,90
0.0517,38.5,0,0.6881,22,1,65
0.4776,44.86,2,0.3086,20,0,164
0.8863,41.17,0,0.1519,16,0,109
0.6652,9.21,1,0.1516,23,1,100
0.6852,4.57,1,0.1272,0,2,95
0.2633,8.47,0,0.4398,2,2,49
0.4186,39.18,2,0.003,12,0,126
0.3666,45.69,1,0.5424,16,0,112
0.5214,46.27,0,0.2983,21,1,87
0.4622,14.91,0,0.5525,16,0,77
0.3269,42.02,1,0.9354,5,0,127
0.3055,26.81,0,0.869,21,1,84
0.2509,41.14,2,0.5764,1,2,148
0.365,27.42,1,0.4181,2,1,105
0.1499,7.29,1,0.6984,17,2,92
0.8721,3.96,1,0.9231,23,0,148
0.6021,47.86,0,0.4895,12,1,104
0.1338,21.29,1,0.0993,3,1,63
0.6939,17.53,1,0.7661,1,2,125
0.8477,17.82,0,0.0105,23,1,86
0.2375,18.95,1,0.7646,6,2,96
0.1506,47.25,1,0.0849,15,2,75
0.0086,3.14,0,0.1066,7,2,10
0.0473,5.95,2,0.7817,5,1,130
0.7623,39.48,1,0.6895,16,0,143
0.9872,27.47,0,0.5619,17,1,117
0.0449,6.43,1,0.8206,11,1,75
0.7481,1.72,0,0.8514,12,0,108
0.0719,11.21,1,0.4575,11,0,65
0.5921,13.04,0,0.9963,14,2,108
0.7561,0.71,1,0.3576,19,1,111
0.3592,10.8,0,0.1715,17,2,52
0.0109,36.92,0,0.846,6,0,74
0.5952,42.77,0,0.4156,5,2,93
0.9912,44.91,0,0.8745,16,2,146
0.2576,19.5,1,0.0612,15,1,61
0.1895,15.97,0,0.1111,8,1,39
0.1239,49.99,0,0.0403,20,2,42
0.5553,38.47,0,0.602,10,1,105
0.5964,26.87,2,0.8319,8,2,185
0.7923,12.74,2,0.4027,13,0,167
0.7531,16.07,0,0.0907,4,0,73
0.8925,25.77,0,0.3735,16,0,111
0.8058,27.1,2,0.348,21,0,177
0.2473,0.68,2,0.6435,22,2,125
0.5559,47.97,2,0.6522,10,2,190
0.2974,28.78,0,0.103,6,1,43
0.3298,29.46,1,0.4202,11,1,87
0.9319,10.57,0,0.6425,2,2,112
0.6819,38.25,1,0.2589,16,1,116
0.9746,36.86,0,0.4071,10,1,119
0.4169,4.76,0,0.6137,2,0,68
0.5374,29.75,1,0.4029,13,0,105
0.4871,32.91,2,0.0309,17,2,138
0.1073,41.78,1,0.2226,5,2,78
0.2367,10.3,2,0.7761,9,1,145
0.5276,43.88,2,0.2485,21,2,155
0.0674,23.07,2,0.8177,17,2,135
0.9315,4.83,0,0.4669,19,0,99
0.1238,5.28,0,0.4729,10,2,34
0.198,9.89,1,0.7705,11,2,88
0.7653,14.14,2,0.3833,11,0,171
0.0969,24.82,2,0.2385,10,0,114
0.9003,37.44,2,0.105,3,2,187
0.7257,9.34,0,0.6719,0,0,101
0.0686,49.63,1,0.4699,19,0,82
0.6918,8.08,0,0.8094,12,0,110
0.6316,29.97,0,0.4577,12,0,84
0.7573,46.45,0,0.4148,14,1,108
0.8282,41.63,2,0.2989,9,1,184
0.7184,32.39,0,0.1994,21,2,82
0.5862,35.77,1,0.8304,11,0,139
0.3225,6.71,2,0.0952,12,0,123
0.6973,0.48,2,0.9021,12,1,178
0.957,21.71,1,0.0269,3,2,121
0.5875,4.48,1,0.5223,4,1,103
0.6643,17.89,1,0.0583,4,2,104
0.4371,11.19,2,0.7796,6,0,163
0.7561,45.82,2,0.2115,3,1,168
0.9977,44.0,1,0.5659,5,1,159
0.1604,40.95,1,0.9164,22,0,107
0.2024,35.7,1,0.6493,8,0,92
0.5394,7.7,1,0.1783,19,0,83
0.4814,2.42,2,0.7967,9,1,159
0.5716,32.69,0,0.4415,19,0,84
0.0491,32.11,2,0.0132,18,0,113
0.4043,18.47,1,0.4868,20,2,93
0.583,23.63,0,0.8125,6,0,102
0.5852,24.46,0,0.43,2,2,87
0.6573,12.0,1,0.7584,7,1,119
0.7202,15.71,0,0.7055,16,0,98
0.6415,20.92,0,0.4569,15,1,84
0.7902,30.16,0,0.3233,16,1,105
0.6248,47.79,2,0.7265,23,0,201
0.5375,26.92,2,0.3689,5,0,156
0.6062,36.56,0,0.1701,10,2,84
0.1012,40.35,2,0.3209,11,0,123
0.2732,5.68,1,0.8768,3,2,91
0.5274,32.66,2,0.2834,15,0,149
0.873,24.11,0,0.235,1,1,89
0.6791,28.62,0,0.1334,21,0,74
0.0904,1.92,0,0.0552,2,2,18
0.5923,45.31,2,0.9767,2,0,196
0.2217,47.64,1,0.5368,4,2,96
0.734,0.17,0,0.7296,21,0,99
0.8274,10.64,2,0.773,20,0,189
0.5935,9.01,2,0.3523,22,1,154
0.5914,39.07,1,0.7989,19,1,140
0.3386,29.9,2,0.9615,22,1,164
0.4463,8.87,0,0.7418,11,2,77
0.8641,40.7,1,0.7117,0,1,154
0.7233,17.67,2,0.4322,10,2,166
0.5198,23.04,1,0.8413,5,1,129
0.3682,19.37,0,0.0888,5,0,46
0.0504,26.07,2,0.7497,16,1,130
0.143,24.01,2,0.362,4,1,122
0.193,13.73,2,0.566,7,1,128
0.3734,21.23,1,0.893,9,2,116
0.9441,45.42,0,0.605,1,2,127
0.5052,25.14,0,0.0256,16,0,63
0.2348,45.82,2,0.7226,18,0,155
0.1058,27.51,2,0.929,13,0,151
0.3383,38.44,0,0.642,0,1,83
0.8157,14.68,1,0.8614,18,0,157
0.3833,39.52,1,0.8253,10,0,116
0.7725,13.22,1,0.8613,6,1,149
0.8027,0.98,1,0.3441,22,1,112
0.1108,8.04,2,0.4742,20,2,113
0.6087,1.08,2,0.848,10,1,179
0.9591,47.35,0,0.9104,10,2,156
0.4021,50.0,1,0.1468,21,2,103
0.0509,38.11,2,0.1815,4,1,114
0.9233,5.41,0,0.3468,9,2,91
0.8837,44.95,2,0.7703,13,2,218
0.5221,37.19,1,0.875,8,1,137
0.5523,16.61,1,0.5802,7,2,115
0.2117,25.11,0,0.1133,2,0,42
0.8195,33.09,2,0.3037,6,0,174
0.4986,1.2,1,0.857,8,2,115
0.0339,25.08,1,0.3476,20,2,59
0.683,36.62,1,0.1028,8,0,107
0.9505,9.41,0,0.3021,3,2,113
0.8292,22.19,2,0.8067,20,1,192
0.2772,26.63,0,0.4935,8,1,65
0.0533,36.78,0,0.1716,22,2,36
0.9404,48.22,2,0.3126,2,0,183
0.9371,42.41,0,0.9536,0,1,150
0.5324,31.08,2,0.432,22,0,158
0.6423,29.18,1,0.4416,2,1,120
0.4626,30.16,2,0.1531,0,0,128
0.4198,27.26,0,0.3046,15,0,68
0.1194,2.97,2,0.8147,7,2,135
0.0968,34.91,0,0.7862,11,0,67
0.2327,35.82,2,0.4355,9,1,137
0.8366,25.62,1,0.8937,7,2,158
0.1458,43.52,0,0.3803,11,2,58
0.2267,33.62,1,0.8643,6,0,105
0.5486,18.13,0,0.0316,5,2,56
0.2151,0.98,0,0.3472,5,1,42
0.1632,2.96,2,0.8551,2,0,139
0.5633,17.59,1,0.9013,12,1,128
0.3681,23.11,2,0.7564,13,1,159
0.6262,8.34,2,0.6699,0,1,176
0.9122,9.47,1,0.8155,11,1,156
0.151,11.51,1,0.7076,17,0,83
0.9134,39.03,0,0.2542,0,0,109
0.9025,38.56,0,0.4662,7,0,125
0.8291,19.15,2,0.6607,23,2,187
0.6313,8.62,0,0.5878,10,1,86
0.6201,5.55,1,0.8851,0,1,133
0.6392,4.36,0,0.4738,12,1,77
0.6905,19.56,2,0.178,9,2,164
0.0165,2.28,1,0.2146,5,2,45
0.9581,16.68,1,0.8461,1,2,147
0.5856,48.08,2,0.0087,21,0,156
0.7815,25.38,0,0.8691,19,0,112
0.3773,41.13,0,0.0556,16,2,65
0.0124,6.46,1,0.3917,0,2,55
0.5097,13.4,0,0.8002,20,0,93
0.5072,47.33,0,0.4076,11,1,93
0.437,19.18,0,0.8223,11,0,94
0.3397,32.42,2,0.1003,21,2,122
0.2498,48.81,0,0.5115,10,2,72
0.5275,27.54,0,0.5825,5,2,81
0.3753,15.27,2,0.8909,5,2,169
0.9699,26.6,0,0.0936,22,1,96
0.1729,2.73,0,0.3386,13,0,41
0.3197,5.62,1,0.6593,13,2,93
0.294,0.36,0,0.9799,14,1,79
0.5433,44.21,2,0.8483,5,0,193
0.4993,33.56,1,0.8465,10,2,141
0.6437,14.92,2,0.5172,22,1,162
0.95,11.06,0,0.5643,3,0,115
0.2852,34.15,1,0.8586,22,2,112
0.6928,45.98,0,0.8696,6,0,132
0.025,14.96,0,0.8023,7,0,53
